2025_07_29_07_12_06_R_002.csv,ブーム:,R,穿孔No.:,2,ビット径[mm]:,75,ストローク:,ショート,ドリフタ種類:,HD220,,,,,,,,,,,,,,,,,,,,,,,
シーケンス番号,時,分,秒,ミリ秒,穿孔長,穿孔速度,打撃圧,回転圧,フィード圧,打撃数,のみ継ぎ No.,穿孔エネルギー,穿孔No.,X(m),Y(m),Z:標高(m),x:TD(m),y:CL離(m),z:SL離(m),H:方位角(Deg),V:鉛直角(Deg),h:水平さし角(Deg),v:鉛直さし角(Deg),予備フィールド1,予備フィールド2,予備フィールド3,予備フィールド4,予備フィールド5,予備フィールド6,予備フィールド7,予備フィールド8,予備フィールド9,予備フィールド10
116,8,4,2,533,0.713,2.586,13.8,5.6,4.9,0,1,41.1,8371,-34531.377,33246.543,49.013,3873.633,3.788,0.519,226.8591,89.2924,-178.0139,0.7076,,1,1,3866,,,,,,
117,8,4,2,733,0.722,2.616,13.8,5.6,4.9,0,1,41.4,8371,-34531.377,33246.543,49.013,3873.633,3.788,0.519,226.8591,89.2924,-178.0139,0.7076,,1,1,3866,,,,,,
118,8,4,2,934,0.731,2.631,13.8,5.7,5.1,0,1,42.2,8371,-34531.377,33246.543,49.013,3873.633,3.788,0.519,226.8591,89.2924,-178.0139,0.7076,,1,1,3866,,,,,,
119,8,4,3,133,0.738,2.51,13.8,5.1,5.4,0,1,47.1,8371,-34531.377,33246.543,49.013,3873.633,3.788,0.519,226.8591,89.2924,-178.0139,0.7076,,1,1,3866,,,,,,
120,8,4,3,333,0.745,2.297,13.8,5.6,5.4,0,1,51.2,8371,-34531.411,33246.507,49.024,3873.683,3.788,0.53,226.8517,89.2296,-178.0214,0.7704,,1,1,3866,,,,,,
121,8,4,3,533,0.752,2.099,13.8,6.2,5.1,0,1,52.7,8371,-34531.411,33246.507,49.024,3873.683,3.788,0.53,226.8517,89.2296,-178.0214,0.7704,,1,1,3866,,,,,,
122,8,4,3,733,0.758,1.947,13.9,5.8,5.2,0,1,58.2,8371,-34531.411,33246.507,49.024,3873.683,3.788,0.53,226.8517,89.2296,-178.0214,0.7704,,1,1,3866,,,,,,
123,8,4,3,933,0.765,1.901,13.9,6.4,4.9,0,1,56.1,8371,-34531.411,33246.507,49.024,3873.683,3.788,0.53,226.8517,89.2296,-178.0214,0.7704,,1,1,3866,,,,,,
124,8,4,4,133,0.771,1.916,13.9,5.9,4.9,0,1,55.6,8371,-34531.45,33246.472,49.016,3873.735,3.789,0.522,226.8,89.347,-178.073,0.653,,1,1,3866,,,,,,
125,8,4,4,334,0.778,1.977,13.9,6.1,4.9,0,1,54.3,8371,-34531.45,33246.472,49.016,3873.735,3.789,0.522,226.8,89.347,-178.073,0.653,,1,1,3866,,,,,,
126,8,4,4,534,0.786,2.16,13.8,5.6,5.2,0,1,52.3,8371,-34531.45,33246.472,49.016,3873.735,3.789,0.522,226.8,89.347,-178.073,0.653,,1,1,3866,,,,,,
127,8,4,4,733,0.794,2.342,13.8,5.3,5.1,0,1,48,8371,-34531.45,33246.472,49.016,3873.735,3.789,0.522,226.8,89.347,-178.073,0.653,,1,1,3866,,,,,,
128,8,4,4,934,0.803,2.525,13.9,5.5,4.9,0,1,42.5,8371,-34531.45,33246.472,49.016,3873.735,3.789,0.522,226.8,89.347,-178.073,0.653,,1,1,3866,,,,,,
129,8,4,5,133,0.813,2.692,13.8,5.7,5,0,1,40,8371,-34531.482,33246.436,49.019,3873.784,3.787,0.525,226.8077,89.3474,-178.0654,0.6526,,1,1,3866,,,,,,
130,8,4,5,333,0.822,2.814,13.9,5.7,4.9,0,1,38.3,8371,-34531.482,33246.436,49.019,3873.784,3.787,0.525,226.8077,89.3474,-178.0654,0.6526,,1,1,3866,,,,,,
131,8,4,5,534,0.832,2.89,13.8,5.8,4.9,0,1,36.7,8371,-34531.482,33246.436,49.019,3873.784,3.787,0.525,226.8077,89.3474,-178.0654,0.6526,,1,1,3866,,,,,,
132,8,4,5,734,0.843,2.996,13.9,6,4.7,0,1,34.5,8371,-34531.482,33246.436,49.019,3873.784,3.787,0.525,226.8077,89.3474,-178.0654,0.6526,,1,1,3866,,,,,,
133,8,4,5,933,0.853,3.133,14,6.3,4.5,0,1,32,8371,-34531.482,33246.436,49.019,3873.784,3.787,0.525,226.8077,89.3474,-178.0654,0.6526,,1,1,3866,,,,,,
134,8,5,36,713,0.861,1.384,13.8,5.8,5.4,0,2,84.4,8372,-34529.611,33248.422,48.854,3871.056,3.874,0.36,226.5107,90.7964,-178.3623,-0.7964,,1,1,3866,,,,,,
135,8,5,36,913,0.866,1.43,13.8,5,5.6,0,2,85.6,8372,-34529.611,33248.422,48.854,3871.056,3.874,0.36,226.5107,90.7964,-178.3623,-0.7964,,1,1,3866,,,,,,
136,8,5,37,113,0.87,1.445,13.9,5.1,5.6,0,2,84.3,8372,-34529.611,33248.422,48.854,3871.056,3.874,0.36,226.5107,90.7964,-178.3623,-0.7964,,1,1,3866,,,,,,
137,8,5,37,313,0.875,1.338,13.8,5.8,5,0,2,81.4,8372,-34529.611,33248.422,48.854,3871.056,3.874,0.36,226.5107,90.7964,-178.3623,-0.7964,,1,1,3866,,,,,,
138,8,5,37,514,0.88,1.293,13.9,5.9,4.9,0,2,83.5,8372,-34529.611,33248.422,48.854,3871.056,3.874,0.36,226.5107,90.7964,-178.3623,-0.7964,,1,1,3866,,,,,,
139,8,5,37,713,0.884,1.369,13.8,5.4,5.5,0,2,87,8372,-34529.649,33248.378,48.835,3871.114,3.869,0.341,226.5537,90.8617,-178.3194,-0.8617,,1,1,3866,,,,,,
140,8,5,37,913,0.89,1.506,13.8,5.2,5.5,0,2,79,8372,-34529.649,33248.378,48.835,3871.114,3.869,0.341,226.5537,90.8617,-178.3194,-0.8617,,1,1,3866,,,,,,
141,8,5,38,114,0.895,1.612,13.9,5.8,5,0,2,67.9,8372,-34529.649,33248.378,48.835,3871.114,3.869,0.341,226.5537,90.8617,-178.3194,-0.8617,,1,1,3866,,,,,,
142,8,5,38,313,0.899,1.399,13.9,6.4,4.9,0,2,75.9,8372,-34529.649,33248.378,48.835,3871.114,3.869,0.341,226.5537,90.8617,-178.3194,-0.8617,,1,1,3866,,,,,,
143,8,5,38,513,0.903,1.278,13.8,5.6,5.5,0,2,93.2,8372,-34529.649,33248.378,48.835,3871.114,3.869,0.341,226.5537,90.8617,-178.3194,-0.8617,,1,1,3866,,,,,,
144,8,5,38,714,0.907,1.262,13.8,5.8,5.1,0,2,87.8,8372,-34529.649,33248.378,48.835,3871.114,3.869,0.341,226.5537,90.8617,-178.3194,-0.8617,,1,1,3866,,,,,,
145,8,5,38,914,0.911,1.186,13.9,6.5,4.6,0,2,85.5,8372,-34529.649,33248.378,48.835,3871.114,3.869,0.341,226.5537,90.8617,-178.3194,-0.8617,,1,1,3866,,,,,,
146,8,5,39,114,0.917,1.308,13.9,5.6,5.1,0,2,85.2,8372,-34529.649,33248.378,48.835,3871.114,3.869,0.341,226.5537,90.8617,-178.3194,-0.8617,,1,1,3866,,,,,,
147,8,5,39,313,0.923,1.704,13.8,5.1,5.6,0,2,72,8372,-34529.668,33248.355,48.819,3871.144,3.867,0.325,226.6135,90.7827,-178.2596,-0.7827,,1,1,3866,,,,,,
148,8,5,39,513,0.927,1.643,13.8,5.3,5.4,0,2,71.5,8372,-34529.668,33248.355,48.819,3871.144,3.867,0.325,226.6135,90.7827,-178.2596,-0.7827,,1,1,3866,,,,,,
149,8,5,39,714,0.93,1.202,13.8,5.6,5,0,2,91.4,8372,-34529.668,33248.355,48.819,3871.144,3.867,0.325,226.6135,90.7827,-178.2596,-0.7827,,1,1,3866,,,,,,
150,8,5,39,914,0.935,1.08,13.9,6.2,4.8,0,2,97.6,8372,-34529.668,33248.355,48.819,3871.144,3.867,0.325,226.6135,90.7827,-178.2596,-0.7827,,1,1,3866,,,,,,
151,8,5,40,113,0.939,1.293,13.9,6.5,4.7,0,2,80.5,8372,-34529.668,33248.355,48.819,3871.144,3.867,0.325,226.6135,90.7827,-178.2596,-0.7827,,1,1,3866,,,,,,
152,8,5,40,313,0.944,1.399,13.9,5.2,5.7,0,2,88.7,8372,-34529.668,33248.355,48.819,3871.144,3.867,0.325,226.6135,90.7827,-178.2596,-0.7827,,1,1,3866,,,,,,
153,8,5,40,514,0.949,1.323,13.8,5.5,5.3,0,2,87.6,8372,-34529.668,33248.355,48.819,3871.144,3.867,0.325,226.6135,90.7827,-178.2596,-0.7827,,1,1,3866,,,,,,
154,8,5,40,713,0.952,1.217,13.9,6.1,4.7,0,2,85.5,8372,-34529.668,33248.355,48.819,3871.144,3.867,0.325,226.6135,90.7827,-178.2596,-0.7827,,1,1,3866,,,,,,
155,8,5,40,914,0.957,1.262,13.9,6.2,5.3,0,2,91.5,8372,-34529.668,33248.355,48.819,3871.144,3.867,0.325,226.6135,90.7827,-178.2596,-0.7827,,1,1,3866,,,,,,
156,8,5,41,113,0.962,1.369,13.8,5.3,5.5,0,2,86.6,8372,-34529.668,33248.355,48.819,3871.144,3.867,0.325,226.6135,90.7827,-178.2596,-0.7827,,1,1,3866,,,,,,
157,8,5,41,313,0.966,1.399,13.9,5.8,4.9,0,2,77.8,8372,-34529.668,33248.355,48.819,3871.144,3.867,0.325,226.6135,90.7827,-178.2596,-0.7827,,1,1,3866,,,,,,
158,8,5,41,514,0.971,1.369,13.9,6.5,4.9,0,2,78.9,8372,-34529.668,33248.355,48.819,3871.144,3.867,0.325,226.6135,90.7827,-178.2596,-0.7827,,1,1,3866,,,,,,
159,8,5,41,714,0.975,1.278,13.8,5.2,5.5,0,2,93.3,8372,-34529.707,33248.311,48.838,3871.202,3.864,0.344,226.6045,90.8161,-178.2686,-0.8161,,1,1,3866,,,,,,
160,8,5,41,913,0.98,1.323,13.9,6.2,4.7,0,2,78.1,8372,-34529.707,33248.311,48.838,3871.202,3.864,0.344,226.6045,90.8161,-178.2686,-0.8161,,1,1,3866,,,,,,
161,8,5,42,113,0.985,1.415,13.9,6.1,5.1,0,2,78.6,8372,-34529.707,33248.311,48.838,3871.202,3.864,0.344,226.6045,90.8161,-178.2686,-0.8161,,1,1,3866,,,,,,
162,8,5,42,313,0.99,1.445,13.8,5.2,5.5,0,2,81.8,8372,-34529.707,33248.311,48.838,3871.202,3.864,0.344,226.6045,90.8161,-178.2686,-0.8161,,1,1,3866,,,,,,
163,8,5,42,514,0.995,1.399,13.9,6.1,4.8,0,2,75.2,8372,-34529.707,33248.311,48.838,3871.202,3.864,0.344,226.6045,90.8161,-178.2686,-0.8161,,1,1,3866,,,,,,
164,8,5,42,713,0.999,1.43,13.9,6.3,4.9,0,2,74.5,8372,-34529.707,33248.311,48.838,3871.202,3.864,0.344,226.6045,90.8161,-178.2686,-0.8161,,1,1,3866,,,,,,
165,8,5,42,914,1.004,1.399,13.8,5.4,5.4,0,2,84,8372,-34529.707,33248.311,48.838,3871.202,3.864,0.344,226.6045,90.8161,-178.2686,-0.8161,,1,1,3866,,,,,,
166,8,5,43,114,1.01,1.445,13.9,6,4.9,0,2,74.5,8372,-34529.707,33248.311,48.838,3871.202,3.864,0.344,226.6045,90.8161,-178.2686,-0.8161,,1,1,3866,,,,,,
167,8,5,43,313,1.015,1.521,13.9,6.4,4.8,0,2,69.9,8372,-34529.731,33248.292,48.83,3871.233,3.867,0.336,226.5393,90.9057,-178.3338,-0.9057,,1,1,3866,,,,,,
168,8,5,43,513,1.02,1.521,13.8,5.2,5.5,0,2,79,8372,-34529.731,33248.292,48.83,3871.233,3.867,0.336,226.5393,90.9057,-178.3338,-0.9057,,1,1,3866,,,,,,
169,8,5,43,713,1.024,1.475,13.9,5.8,5.1,0,2,75.8,8372,-34529.731,33248.292,48.83,3871.233,3.867,0.336,226.5393,90.9057,-178.3338,-0.9057,,1,1,3866,,,,,,
170,8,5,43,914,1.03,1.415,13.9,6.3,4.7,0,2,73.1,8372,-34529.731,33248.292,48.83,3871.233,3.867,0.336,226.5393,90.9057,-178.3338,-0.9057,,1,1,3866,,,,,,
171,8,5,44,114,1.035,1.43,13.8,5.3,5.5,0,2,83.1,8372,-34529.731,33248.292,48.83,3871.233,3.867,0.336,226.5393,90.9057,-178.3338,-0.9057,,1,1,3866,,,,,,
172,8,5,44,314,1.04,1.567,13.9,5.8,5,0,2,70.2,8372,-34529.748,33248.267,48.829,3871.263,3.861,0.335,226.6606,90.8169,-178.2125,-0.8169,,1,1,3866,,,,,,
173,8,5,44,513,1.045,1.597,13.9,6.3,4.9,0,2,67.7,8372,-34529.748,33248.267,48.829,3871.263,3.861,0.335,226.6606,90.8169,-178.2125,-0.8169,,1,1,3866,,,,,,
174,8,5,44,714,1.05,1.551,13.8,5.4,5.3,0,2,73.8,8372,-34529.748,33248.267,48.829,3871.263,3.861,0.335,226.6606,90.8169,-178.2125,-0.8169,,1,1,3866,,,,,,
175,8,5,44,914,1.055,1.475,13.9,6,4.8,0,2,71.9,8372,-34529.748,33248.267,48.829,3871.263,3.861,0.335,226.6606,90.8169,-178.2125,-0.8169,,1,1,3866,,,,,,
176,8,5,45,113,1.061,1.491,13.8,6.1,4.9,0,2,72.1,8372,-34529.748,33248.267,48.829,3871.263,3.861,0.335,226.6606,90.8169,-178.2125,-0.8169,,1,1,3866,,,,,,
177,8,5,45,313,1.065,1.43,13.8,5.1,5.6,0,2,84.3,8372,-34529.748,33248.267,48.829,3871.263,3.861,0.335,226.6606,90.8169,-178.2125,-0.8169,,1,1,3866,,,,,,
178,8,5,45,513,1.07,1.46,13.9,6.2,4.8,0,2,71.3,8372,-34529.748,33248.267,48.829,3871.263,3.861,0.335,226.6606,90.8169,-178.2125,-0.8169,,1,1,3866,,,,,,
179,8,5,45,714,1.075,1.46,13.9,6.2,4.8,0,2,71.9,8372,-34529.748,33248.267,48.829,3871.263,3.861,0.335,226.6606,90.8169,-178.2125,-0.8169,,1,1,3866,,,,,,
180,8,5,45,914,1.08,1.521,13.8,5,5.6,0,2,79.6,8372,-34529.748,33248.267,48.829,3871.263,3.861,0.335,226.6606,90.8169,-178.2125,-0.8169,,1,1,3866,,,,,,
181,8,5,46,114,1.085,1.46,13.9,5.9,5,0,2,74.8,8372,-34529.748,33248.267,48.829,3871.263,3.861,0.335,226.6606,90.8169,-178.2125,-0.8169,,1,1,3866,,,,,,
182,8,5,46,313,1.09,1.43,13.9,5.9,4.9,0,2,74.4,8372,-34529.748,33248.267,48.829,3871.263,3.861,0.335,226.6606,90.8169,-178.2125,-0.8169,,1,1,3866,,,,,,
183,8,5,46,513,1.095,1.46,13.8,5.8,5.3,0,2,78.6,8372,-34529.748,33248.267,48.829,3871.263,3.861,0.335,226.6606,90.8169,-178.2125,-0.8169,,1,1,3866,,,,,,
184,8,5,46,713,1.099,1.491,13.8,5.3,5.5,0,2,79.7,8372,-34529.793,33248.221,48.827,3871.327,3.86,0.333,226.5914,90.8034,-178.2816,-0.8034,,1,1,3866,,,,,,
185,8,5,46,913,1.105,1.506,14,5.7,4.9,0,2,72.1,8372,-34529.793,33248.221,48.827,3871.327,3.86,0.333,226.5914,90.8034,-178.2816,-0.8034,,1,1,3866,,,,,,
186,8,5,47,114,1.109,1.445,13.9,6.5,4.8,0,2,73.6,8372,-34529.793,33248.221,48.827,3871.327,3.86,0.333,226.5914,90.8034,-178.2816,-0.8034,,1,1,3866,,,,,,
187,8,5,47,313,1.114,1.415,13.8,5.3,5.4,0,2,83,8372,-34529.793,33248.221,48.827,3871.327,3.86,0.333,226.5914,90.8034,-178.2816,-0.8034,,1,1,3866,,,,,,
188,8,5,47,514,1.12,1.46,13.9,5.9,5,0,2,75.2,8372,-34529.793,33248.221,48.827,3871.327,3.86,0.333,226.5914,90.8034,-178.2816,-0.8034,,1,1,3866,,,,,,
189,8,5,47,713,1.124,1.46,13.9,6.3,4.9,0,2,74.1,8372,-34529.793,33248.221,48.827,3871.327,3.86,0.333,226.5914,90.8034,-178.2816,-0.8034,,1,1,3866,,,,,,
190,8,5,47,914,1.129,1.46,13.9,5.6,5.5,0,2,81.7,8372,-34529.793,33248.221,48.827,3871.327,3.86,0.333,226.5914,90.8034,-178.2816,-0.8034,,1,1,3866,,,,,,
191,8,5,48,114,1.134,1.445,13.8,5.6,5.2,0,2,77.8,8372,-34529.793,33248.221,48.827,3871.327,3.86,0.333,226.5914,90.8034,-178.2816,-0.8034,,1,1,3866,,,,,,
192,8,5,48,313,1.139,1.46,13.8,5.7,5,0,2,74.5,8372,-34529.816,33248.197,48.831,3871.36,3.859,0.337,226.6025,90.7902,-178.2706,-0.7902,,1,1,3866,,,,,,
193,8,5,48,513,1.144,1.43,13.8,6.3,5,0,2,76.1,8372,-34529.816,33248.197,48.831,3871.36,3.859,0.337,226.6025,90.7902,-178.2706,-0.7902,,1,1,3866,,,,,,
194,8,5,48,714,1.148,1.399,13.8,5.1,5.5,0,2,85.3,8372,-34529.816,33248.197,48.831,3871.36,3.859,0.337,226.6025,90.7902,-178.2706,-0.7902,,1,1,3866,,,,,,
195,8,5,48,914,1.154,1.384,13.9,5.8,4.9,0,2,77.8,8372,-34529.816,33248.197,48.831,3871.36,3.859,0.337,226.6025,90.7902,-178.2706,-0.7902,,1,1,3866,,,,,,
196,8,5,49,114,1.159,1.445,13.9,6,5,0,2,76,8372,-34529.816,33248.197,48.831,3871.36,3.859,0.337,226.6025,90.7902,-178.2706,-0.7902,,1,1,3866,,,,,,
197,8,5,49,313,1.164,1.43,13.9,5.1,5.6,0,2,85.6,8372,-34529.816,33248.197,48.831,3871.36,3.859,0.337,226.6025,90.7902,-178.2706,-0.7902,,1,1,3866,,,,,,
198,8,5,49,514,1.168,1.384,13.9,5.5,5.2,0,2,82.5,8372,-34529.816,33248.197,48.831,3871.36,3.859,0.337,226.6025,90.7902,-178.2706,-0.7902,,1,1,3866,,,,,,
199,8,5,49,713,1.173,1.369,13.9,6,4.8,0,2,77.5,8372,-34529.816,33248.197,48.831,3871.36,3.859,0.337,226.6025,90.7902,-178.2706,-0.7902,,1,1,3866,,,,,,
200,8,5,49,913,1.178,1.369,13.9,6.3,5.1,0,2,81.5,8372,-34529.816,33248.197,48.831,3871.36,3.859,0.337,226.6025,90.7902,-178.2706,-0.7902,,1,1,3866,,,,,,
201,8,5,50,113,1.182,1.323,13.9,5.2,5.5,0,2,90.9,8372,-34529.816,33248.197,48.831,3871.36,3.859,0.337,226.6025,90.7902,-178.2706,-0.7902,,1,1,3866,,,,,,
202,8,5,50,313,1.186,1.278,13.9,6.3,4.7,0,2,81.2,8372,-34529.816,33248.197,48.831,3871.36,3.859,0.337,226.6025,90.7902,-178.2706,-0.7902,,1,1,3866,,,,,,
203,8,5,50,513,1.19,1.278,13.9,6.5,4.8,0,2,82.1,8372,-34529.816,33248.197,48.831,3871.36,3.859,0.337,226.6025,90.7902,-178.2706,-0.7902,,1,1,3866,,,,,,
204,8,5,50,714,1.195,1.247,13.9,5.6,5.5,0,2,96.8,8372,-34529.854,33248.152,48.84,3871.419,3.854,0.346,226.6995,90.6978,-178.1735,-0.6978,,1,1,3866,,,,,,
205,8,5,50,914,1.199,1.232,13.9,5.5,5.4,0,2,95.5,8372,-34529.854,33248.152,48.84,3871.419,3.854,0.346,226.6995,90.6978,-178.1735,-0.6978,,1,1,3866,,,,,,
206,8,5,51,114,1.203,1.202,14,6.2,4.6,0,2,85.9,8372,-34529.854,33248.152,48.84,3871.419,3.854,0.346,226.6995,90.6978,-178.1735,-0.6978,,1,1,3866,,,,,,
207,8,5,51,313,1.206,1.186,13.9,6.6,4.9,0,2,91.3,8372,-34529.854,33248.152,48.84,3871.419,3.854,0.346,226.6995,90.6978,-178.1735,-0.6978,,1,1,3866,,,,,,
208,8,5,51,513,1.21,1.141,13.9,6,5.3,0,2,101.7,8372,-34529.854,33248.152,48.84,3871.419,3.854,0.346,226.6995,90.6978,-178.1735,-0.6978,,1,1,3866,,,,,,
209,8,5,51,714,1.215,1.202,13.9,5.4,5.4,0,2,98.8,8372,-34529.854,33248.152,48.84,3871.419,3.854,0.346,226.6995,90.6978,-178.1735,-0.6978,,1,1,3866,,,,,,
210,8,5,51,914,1.219,1.262,13.8,6.1,4.9,0,2,84.5,8372,-34529.854,33248.152,48.84,3871.419,3.854,0.346,226.6995,90.6978,-178.1735,-0.6978,,1,1,3866,,,,,,
211,8,5,52,114,1.223,1.323,13.8,6.2,4.7,0,2,77.2,8372,-34529.854,33248.152,48.84,3871.419,3.854,0.346,226.6995,90.6978,-178.1735,-0.6978,,1,1,3866,,,,,,
212,8,5,52,314,1.227,1.278,13.8,6.7,4.8,0,2,81.6,8372,-34529.877,33248.132,48.823,3871.449,3.856,0.329,226.6401,90.7904,-178.2329,-0.7904,,1,1,3866,,,,,,
213,8,5,52,514,1.231,1.171,13.9,6.6,5,0,2,93.9,8372,-34529.877,33248.132,48.823,3871.449,3.856,0.329,226.6401,90.7904,-178.2329,-0.7904,,1,1,3866,,,,,,
214,8,5,52,714,1.236,1.217,13.9,5.3,5.6,0,2,100.7,8372,-34529.877,33248.132,48.823,3871.449,3.856,0.329,226.6401,90.7904,-178.2329,-0.7904,,1,1,3866,,,,,,
215,8,5,52,914,1.24,1.293,13.9,5.5,5.2,0,2,88.1,8372,-34529.877,33248.132,48.823,3871.449,3.856,0.329,226.6401,90.7904,-178.2329,-0.7904,,1,1,3866,,,,,,
216,8,5,53,113,1.244,1.262,13.8,5.9,5.1,0,2,87.1,8372,-34529.877,33248.132,48.823,3871.449,3.856,0.329,226.6401,90.7904,-178.2329,-0.7904,,1,1,3866,,,,,,
217,8,5,53,313,1.248,1.141,13.8,5.7,4.9,0,2,93.4,8372,-34529.894,33248.113,48.844,3871.474,3.855,0.351,226.6546,90.6323,-178.2184,-0.6323,,1,1,3866,,,,,,
218,8,5,53,513,1.253,1.202,13.9,6.2,4.8,0,2,87.2,8372,-34529.894,33248.113,48.844,3871.474,3.855,0.351,226.6546,90.6323,-178.2184,-0.6323,,1,1,3866,,,,,,
219,8,5,53,713,1.257,1.293,13.9,6.5,5.1,0,2,86.3,8372,-34529.894,33248.113,48.844,3871.474,3.855,0.351,226.6546,90.6323,-178.2184,-0.6323,,1,1,3866,,,,,,
220,8,5,53,913,1.26,1.095,13.9,6,5.3,0,2,105.6,8372,-34529.894,33248.113,48.844,3871.474,3.855,0.351,226.6546,90.6323,-178.2184,-0.6323,,1,1,3866,,,,,,
221,8,5,54,114,1.265,1.141,13.9,5.4,5.3,0,2,101.9,8372,-34529.894,33248.113,48.844,3871.474,3.855,0.351,226.6546,90.6323,-178.2184,-0.6323,,1,1,3866,,,,,,
222,8,5,54,313,1.27,1.384,13.8,5.8,5.1,0,2,79.9,8372,-34529.894,33248.113,48.844,3871.474,3.855,0.351,226.6546,90.6323,-178.2184,-0.6323,,1,1,3866,,,,,,
223,8,5,54,513,1.274,1.415,13.9,6.1,4.7,0,2,73,8372,-34529.894,33248.113,48.844,3871.474,3.855,0.351,226.6546,90.6323,-178.2184,-0.6323,,1,1,3866,,,,,,
224,8,5,54,713,1.278,1.232,13.9,6.5,4.7,0,2,84,8372,-34529.894,33248.113,48.844,3871.474,3.855,0.351,226.6546,90.6323,-178.2184,-0.6323,,1,1,3866,,,,,,
225,8,5,54,913,1.282,1.065,13.9,6.5,5,0,2,102.3,8372,-34529.894,33248.113,48.844,3871.474,3.855,0.351,226.6546,90.6323,-178.2184,-0.6323,,1,1,3866,,,,,,
226,8,5,55,113,1.287,1.095,13.8,5.5,5.4,0,2,106.2,8372,-34529.894,33248.113,48.844,3871.474,3.855,0.351,226.6546,90.6323,-178.2184,-0.6323,,1,1,3866,,,,,,
227,8,5,55,313,1.292,1.369,13.8,6.1,4.9,0,2,76.8,8372,-34529.894,33248.113,48.844,3871.474,3.855,0.351,226.6546,90.6323,-178.2184,-0.6323,,1,1,3866,,,,,,
228,8,5,55,513,1.296,1.475,13.8,6.2,4.8,0,2,70.9,8372,-34529.894,33248.113,48.844,3871.474,3.855,0.351,226.6546,90.6323,-178.2184,-0.6323,,1,1,3866,,,,,,
229,8,5,55,713,1.301,1.338,13.9,6.2,4.9,0,2,79.7,8372,-34529.932,33248.076,48.828,3871.527,3.855,0.335,226.6232,90.7846,-178.2499,-0.7846,,1,1,3866,,,,,,
230,8,5,55,913,1.306,1.338,13.9,6.3,5.2,0,2,84.9,8372,-34529.932,33248.076,48.828,3871.527,3.855,0.335,226.6232,90.7846,-178.2499,-0.7846,,1,1,3866,,,,,,
231,8,5,56,113,1.31,1.354,13.9,5.6,5.3,0,2,86.7,8372,-34529.932,33248.076,48.828,3871.527,3.855,0.335,226.6232,90.7846,-178.2499,-0.7846,,1,1,3866,,,,,,
232,8,5,56,313,1.315,1.323,13.9,5.9,5,0,2,82.5,8372,-34529.932,33248.076,48.828,3871.527,3.855,0.335,226.6232,90.7846,-178.2499,-0.7846,,1,1,3866,,,,,,
233,8,5,56,514,1.319,1.369,14,6.6,4.7,0,2,75.9,8372,-34529.932,33248.076,48.828,3871.527,3.855,0.335,226.6232,90.7846,-178.2499,-0.7846,,1,1,3866,,,,,,
234,8,5,56,713,1.324,1.399,13.9,6.6,4.8,0,2,75.4,8372,-34529.932,33248.076,48.828,3871.527,3.855,0.335,226.6232,90.7846,-178.2499,-0.7846,,1,1,3866,,,,,,
235,8,5,56,913,1.329,1.384,13.8,5.1,5.6,0,2,87.1,8372,-34529.932,33248.076,48.828,3871.527,3.855,0.335,226.6232,90.7846,-178.2499,-0.7846,,1,1,3866,,,,,,
236,8,5,57,113,1.334,1.43,13.8,6.1,5,0,2,75.2,8372,-34529.932,33248.076,48.828,3871.527,3.855,0.335,226.6232,90.7846,-178.2499,-0.7846,,1,1,3866,,,,,,
237,8,5,57,313,1.339,1.475,13.8,6,4.9,0,2,71.4,8372,-34529.956,33248.056,48.824,3871.559,3.859,0.331,226.5239,90.8945,-178.3491,-0.8945,,1,1,3866,,,,,,
238,8,5,57,513,1.344,1.399,13.8,7.3,4.4,0,2,69.1,8372,-34529.956,33248.056,48.824,3871.559,3.859,0.331,226.5239,90.8945,-178.3491,-0.8945,,1,1,3866,,,,,,
239,8,5,57,713,1.348,1.308,13.9,5.5,5.3,0,2,89.4,8372,-34529.956,33248.056,48.824,3871.559,3.859,0.331,226.5239,90.8945,-178.3491,-0.8945,,1,1,3866,,,,,,
240,8,5,57,913,1.354,1.399,13.9,5.1,5.4,0,2,85.6,8372,-34529.956,33248.056,48.824,3871.559,3.859,0.331,226.5239,90.8945,-178.3491,-0.8945,,1,1,3866,,,,,,
241,8,5,58,113,1.36,1.612,14,6,4.9,0,2,66.8,8372,-34529.956,33248.056,48.824,3871.559,3.859,0.331,226.5239,90.8945,-178.3491,-0.8945,,1,1,3866,,,,,,
242,8,5,58,313,1.365,1.612,14,6.4,4.6,0,2,63.8,8372,-34529.956,33248.056,48.824,3871.559,3.859,0.331,226.5239,90.8945,-178.3491,-0.8945,,1,1,3866,,,,,,
243,8,5,58,513,1.371,1.551,13.9,6.1,5.3,0,2,75,8372,-34529.956,33248.056,48.824,3871.559,3.859,0.331,226.5239,90.8945,-178.3491,-0.8945,,1,1,3866,,,,,,
244,8,5,58,713,1.376,1.567,13.9,5.5,5.3,0,2,73.5,8372,-34529.956,33248.056,48.824,3871.559,3.859,0.331,226.5239,90.8945,-178.3491,-0.8945,,1,1,3866,,,,,,
245,8,5,58,913,1.381,1.567,14,6,4.8,0,2,67.5,8372,-34529.956,33248.056,48.824,3871.559,3.859,0.331,226.5239,90.8945,-178.3491,-0.8945,,1,1,3866,,,,,,
246,8,5,59,113,1.387,1.521,13.9,6.5,4.9,0,2,69.8,8372,-34529.956,33248.056,48.824,3871.559,3.859,0.331,226.5239,90.8945,-178.3491,-0.8945,,1,1,3866,,,,,,
